0,1,2,3,4,5,6
34,"马克思主义/思
想政治教育",中国式现代化对外话语体系建构基本问题研究,青年基金项目,23YJC710072,上官望,广东技术师范大学
35,"马克思主义/思
想政治教育",中国式现代化的话语建构及国际传播研究,青年基金项目,23YJC710010,仇授书,"广州番禺职业技术
学院"
36,"马克思主义/思
想政治教育",汉代道德信仰及其画像传播研究,规划基金项目,23YJA710057,郑先兴,广州商学院
37,"马克思主义/思
想政治教育",中华优秀传统家训文化融入时代新人培育研究,青年基金项目,23YJC710011,楚亚萍,贵州师范学院
38,"马克思主义/思
想政治教育","算法推荐视域下网络民粹主义的风险测度与治理机制研
究",青年基金项目,23YJC710081,汪勇,贵州医科大学
39,"马克思主义/思
想政治教育",智媒时代民族地区高校主流意识形态叙事传播研究,规划基金项目,23YJA710038,孙巍,桂林理工大学
40,"马克思主义/思
想政治教育",新时代高校思想政治工作队伍斗争精神培育研究,青年基金项目,23YJC710041,焦艳,桂林理工大学
41,"马克思主义/思
想政治教育",总体国家安全观视阈下高校安全风险防范化解研究,青年基金项目,23YJC710076,谭泽宇,哈尔滨工程大学
42,"马克思主义/思
想政治教育",空间正义视域下的数字平台城市研究,青年基金项目,23YJC710098,谢芳芳,韩山师范学院
43,"马克思主义/思
想政治教育",“美好生活”视域下乡村文化空间的高质量发展研究,规划基金项目,23YJA710005,陈来仪,杭州医学院
44,"马克思主义/思
想政治教育",数字时代网络圈群的思想政治教育话语传播研究,规划基金项目,23YJA710008,郭芙蓉,合肥工业大学
45,"马克思主义/思
想政治教育",政治经济学批判视域中的数字拜物教研究,青年基金项目,23YJC710093,吴韬,合肥工业大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
46,"马克思主义/思
想政治教育","走向新百年中国共产党意识形态斗争的实践检视与推进
路径研究",青年基金项目,23YJC710117,张改凤,合肥工业大学
47,"马克思主义/思
想政治教育",人与自然和谐共生现代化的内在逻辑与实践路径研究,青年基金项目,23YJC710130,赵梅梅,河南工业大学
48,"马克思主义/思
想政治教育",铸牢青年大学生中华民族共同体意识实践路向研究,规划基金项目,23YJA710017,李强,河南农业大学
49,"马克思主义/思
想政治教育",推进文化自信自强的中国方案及其世界意义研究,规划基金项目,23YJA710025,刘翠玉,河南农业大学
50,"马克思主义/思
想政治教育",英国当代激进左翼运动脉络与态势研究,青年基金项目,23YJC710107,杨阳,河南师范大学
51,"马克思主义/思
想政治教育",中国式现代化的图像叙事及表达创新研究,青年基金项目,23YJC710035,胡银银,湖北大学
52,"马克思主义/思
想政治教育","习近平总书记书信中蕴含的思想政治工作方法及其当代
价值研究",青年基金项目,23YJC710009,程琼,湖北师范大学
53,"马克思主义/思
想政治教育","十八大以来中国共产党维护网络意识形态安全的历程与
经验研究",规划基金项目,23YJA710051,张本青,湖南财政经济学院
54,"马克思主义/思
想政治教育","习近平总书记关于青年工作重要论述融入高校思政工作
研究",规划基金项目,23YJA710011,黄萍华,湖南大学
55,"马克思主义/思
想政治教育",建成文化强国与防控意识形态风险研究,规划基金项目,23YJA710028,宁德业,湖南大学
56,"马克思主义/思
想政治教育",雷锋精神融入大学生思想政治教育路径研究,自筹经费项目,23YJE710003,王慧磊,湖南工程学院
57,"马克思主义/思
想政治教育","“数智时代”中国特色社会主义意识形态网络引领力提
升研究",规划基金项目,23YJA710024,廖佚,"湖南商务职业技术
学院"
58,"马克思主义/思
想政治教育",新时代思想政治工作体系协调机制建构研究,规划基金项目,23YJA710012,黄艳,湖南师范大学
59,"马克思主义/思
想政治教育",大思政课视域下高校思政课教师供给能力提升研究,青年基金项目,23YJC710114,虞海波,华北电力大学
60,"马克思主义/思
想政治教育","中国共产党开展“树立大历史观”教育及其宝贵经验研
究",规划基金项目,23YJA710045,谢文娟,华北水利水电大学
61,"马克思主义/思
想政治教育","网络语境中Z世代青年群体价值观形成逻辑及培育策略研
究",规划基金项目,23YJA710044,吴青芳,华东理工大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
62,"马克思主义/思
想政治教育",意大利马克思主义及其在21世纪的新发展研究,青年基金项目,23YJC710088,王馨曼,华东师范大学
63,"马克思主义/思
想政治教育",日本马克思主义现代化理论研究,青年基金项目,23YJC710019,段世磊,华东政法大学
64,"马克思主义/思
想政治教育",新时代网络意识形态治理话语的多模态建构研究,青年基金项目,23YJC710101,徐喜春,华南理工大学
65,"马克思主义/思
想政治教育",新时代粤港澳大湾区青年群体社会心态研究,自筹经费项目,23YJE710002,李伟群,华南理工大学
66,"马克思主义/思
想政治教育",理想信念教育视域下的泛娱乐主义治理研究,规划基金项目,23YJA710022,梁娟,华南农业大学
67,"马克思主义/思
想政治教育",集体记忆视域下中国共产党历史主动精神弘扬研究,青年基金项目,23YJC710021,范宁宇,华中科技大学
68,"马克思主义/思
想政治教育","中华优秀传统文化融入大中小学思想政治教育一体化研
究",规划基金项目,23YJA710056,赵辉,淮阴师范学院
69,"马克思主义/思
想政治教育","历史虚无主义思潮对大学生坚定历史自信的影响及对策
研究",青年基金项目,23YJC710040,姜强强,淮阴师范学院
70,"马克思主义/思
想政治教育",用社会主义核心价值观引领精神生活共同富裕研究,规划基金项目,23YJA710058,朱琳,吉林财经大学
71,"马克思主义/思
想政治教育",中国式现代化的文化逻辑与文明意蕴研究,规划基金项目,23YJA710006,付秀荣,吉林大学
72,"马克思主义/思
想政治教育","马克思“类本质”思想视域下人类命运共同体的价值关
怀研究",青年基金项目,23YJC710136,周佳强,吉林建筑大学
73,"马克思主义/思
想政治教育","当代西方社会思潮对高校学生“志气、骨气、底气”培
育的影响及对策研究",青年基金项目,23YJC710091,王玉珏,集美大学
74,"马克思主义/思
想政治教育","社交媒体环境下港澳台侨大学生中华民族共同体意识培
育机制创新研究",规划基金项目,23YJA710034,苏运生,暨南大学
75,"马克思主义/思
想政治教育","家庭家教家风建设对增强中国式现代化精神力量的作用
研究",规划基金项目,23YJA710007,葛大伟,江苏师范大学
76,"马克思主义/思
想政治教育",“大思政课”视域下高校思政课实践教学协同创新研究,青年基金项目,23YJC710048,李丹,江苏师范大学
77,"马克思主义/思
想政治教育","新中国成立后高校党的组织体系建设历史进程与基本经
验研究",青年基金项目,23YJC710050,李嘉超,鲁东大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
78,"马克思主义/思
想政治教育","新时代中国共产党文化使命的生成逻辑及其价值意蕴研
究",青年基金项目,23YJC710058,林敏,鲁东大学
79,"马克思主义/思
想政治教育","新中国成立初期我国劳动教育的历史经验研究（1949-
1956）",青年基金项目,23YJC710106,杨文,南昌航空大学
80,"马克思主义/思
想政治教育",唯物史观视域下全过程人民民主的政治哲学意蕴研究,青年基金项目,23YJC710086,王巍,南京工业大学
81,"马克思主义/思
想政治教育",中国式现代化超越“依附”的基本经验及世界意义研究,青年基金项目,23YJC710008,陈子烨,南京航空航天大学
82,"马克思主义/思
想政治教育",社会主义文化矛盾及其化解研究,青年基金项目,23YJC710075,索世帅,南京林业大学
83,"马克思主义/思
想政治教育","大学生思想政治教育社会认同的心理机制及提升路径研
究",青年基金项目,23YJC710099,谢宇格,南京林业大学
84,"马克思主义/思
想政治教育",习近平新时代中国特色社会主义思想的哲学方法论研究,青年基金项目,23YJC710102,许丽,南京农业大学
85,"马克思主义/思
想政治教育",青少年法治思维的生成逻辑及培育机制研究,青年基金项目,23YJC710128,赵靓,南京信息工程大学
86,"马克思主义/思
想政治教育",中国式现代化的范式建构与路径选择研究,青年基金项目,23YJC710079,汪光晔,南京医科大学
87,"马克思主义/思
想政治教育",马克思资本批判视域下数字资本权力的运行机理研究,青年基金项目,23YJC710124,张恂,南京医科大学
88,"马克思主义/思
想政治教育",中国共产党跳出历史周期率的“两个答案”研究,青年基金项目,23YJC710057,练宸希,南开大学
89,"马克思主义/思
想政治教育","多元化社会思潮对大学生影响的时空演化、风险画像与
应对研究",青年基金项目,23YJC710118,张海峰,宁波财经学院
90,"马克思主义/思
想政治教育",国际社会关于中国式现代化的认知与评价研究,青年基金项目,23YJC710085,王鹏,青岛理工大学
91,"马克思主义/思
想政治教育","新时代中国共产党以红色家风涵养党内政治文化的机制
研究",青年基金项目,23YJC710082,王光明,曲阜师范大学
92,"马克思主义/思
想政治教育",中国传统节日中的文化记忆与国家认同研究,规划基金项目,23YJA710036,孙克,山东大学
93,"马克思主义/思
想政治教育","系统思维视域下中国式现代化发展的内生动力及其提升
路径研究",青年基金项目,23YJC710047,郎慧慧,山东大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
94,"马克思主义/思
想政治教育",历史记忆的意识形态叙事功能研究,青年基金项目,23YJC710064,刘晓慧,山东大学
95,"马克思主义/思
想政治教育",改革开放以来国外学界视野下中国共产党国际形象研究,青年基金项目,23YJC710070,庞敏,山东大学
96,"马克思主义/思
想政治教育","新时代以自我革命解决大党独有难题的逻辑机理与实践
机制研究",青年基金项目,23YJC710084,王磊,山东大学
97,"马克思主义/思
想政治教育","新时代中国式现代化话语体系建构的逻辑理路与实践路
径研究",青年基金项目,23YJC710121,张琪如,山东大学
98,"马克思主义/思
想政治教育",“两个结合”视域下中国式现代化的文明逻辑研究,青年基金项目,23YJC710132,赵信彦,山东大学
99,"马克思主义/思
想政治教育","协同理论视域下大学生就业诚信知行冲突识别及干预策
略研究",青年基金项目,23YJC710111,殷程程,山东工商学院
100,"马克思主义/思
想政治教育","现代化强国进程中意识形态安全风险演化机理及其应对
机制研究",青年基金项目,23YJC710033,侯恩宾,山东建筑大学
101,"马克思主义/思
想政治教育","大数据视阈下大学生网络舆情群体极化的情绪演变机制
和干预策略研究",规划基金项目,23YJA710018,李淑娜,山东科技大学
102,"马克思主义/思
想政治教育",中华文明精神标识国际叙事研究,规划基金项目,23YJA710048,杨立蛟,山东科技大学
103,"马克思主义/思
想政治教育","数智时代我国大学生政治认同的生成逻辑与实现路径研
究",青年基金项目,23YJC710034,侯倩,山东理工大学
104,"马克思主义/思
想政治教育",人工智能时代资本主义社会人权的新变化研究,规划基金项目,23YJA710037,孙强,山东师范大学
105,"马克思主义/思
想政治教育",新时代大学生“劳动+”育人模式构建研究,青年基金项目,23YJC710005,常婧,山西财经大学
106,"马克思主义/思
想政治教育",对外舆论斗争下中国共产党国际形象塑造研究,规划基金项目,23YJA710001,安娜,山西大学
107,"马克思主义/思
想政治教育",乡村振兴场域中高校“大思政课”建设研究,规划基金项目,23YJA710015,姬会然,山西大学
108,"马克思主义/思
想政治教育","人工智能赋能高校思想政治教育的机理、风险及其规制
研究",青年基金项目,23YJC710061,刘彩薇,山西大学
109,"马克思主义/思
想政治教育",新时代规范财富积累的正义性研究,青年基金项目,23YJC710066,刘秀,山西大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
110,"马克思主义/思
想政治教育",习近平生态文明思想的科学性特征研究,青年基金项目,23YJC710115,张贝丽,山西大学
111,"马克思主义/思
想政治教育",高校思想政治教育的智能化转型与风险治理研究,规划基金项目,23YJA710043,王志中,山西医科大学
112,"马克思主义/思
想政治教育","虚拟生存视域下“00后”大学生积极社会心态的生成机
制与培育路径研究",青年基金项目,23YJC710028,郭丹,陕西科技大学
113,"马克思主义/思
想政治教育","有效市场和有为政府协同推动实现共同富裕的内在机理
与实践路径研究",青年基金项目,23YJC710131,赵娜,陕西师范大学
114,"马克思主义/思
想政治教育",当代发达资本主义国家的社会主义因素研究,青年基金项目,23YJC710095,夏碧英,上海财经大学
115,"马克思主义/思
想政治教育",劳动正义及其在当代中国的建构逻辑研究,青年基金项目,23YJC710137,朱丹,上海对外经贸大学
116,"马克思主义/思
想政治教育","利用红色资源的多维空间形态提升思想政治工作有效性
研究",规划基金项目,23YJA710054,张卫,上海理工大学
117,"马克思主义/思
想政治教育","课程思政提升大学生社会主义核心价值观认同度追踪研
究",规划基金项目,23YJA710031,齐源,"上海立信会计金融
学院"
118,"马克思主义/思
想政治教育",毛泽东边疆治理思想研究,青年基金项目,23YJC710016,杜武征,上海应用技术大学
119,"马克思主义/思
想政治教育",算法资本主义的剥削机制研究,青年基金项目,23YJC710108,杨又,绍兴文理学院
120,"马克思主义/思
想政治教育",当代城市新移民高质量精神生活策略研究,青年基金项目,23YJC710056,李燕燕,深圳大学
121,"马克思主义/思
想政治教育",莱纳·弗斯特的证成理论诠释与批判研究,青年基金项目,23YJC710023,傅丽红,深圳技术大学
122,"马克思主义/思
想政治教育","总体国家安全观视域下大学生网络参与新样态与治理机
制研究",青年基金项目,23YJC710049,李宏宇,深圳技术大学
123,"马克思主义/思
想政治教育",川藏红色文化资源开发利用及融入高校思政课教学研究,规划基金项目,23YJA710029,潘建生,四川电影电视学院
124,"马克思主义/思
想政治教育","数字经济赋能县域城乡融合发展的内在机理与实现路径
研究",青年基金项目,23YJC710125,张阳丽,四川农业大学
125,"马克思主义/思
想政治教育",新时代高校社会主义意识形态引领力提升研究,青年基金项目,23YJC710097,向艳,四川外国语大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
126,"马克思主义/思
想政治教育",新时代青少年法治素养测度、影响因素与提升路径研究,青年基金项目,23YJC710052,李俊龙,"四川卫生康复职业
学院"
127,"马克思主义/思
想政治教育",新时代西部地区高校思政课适应性研究,青年基金项目,23YJC710105,杨玲,四川文理学院
128,"马克思主义/思
想政治教育",马克思幸福观视域下美好生活审思与测度研究,规划基金项目,23YJA710021,李跃华,台州学院
129,"马克思主义/思
想政治教育","促进共同富裕背景下中国特色社会主义劳动关系治理研
究",青年基金项目,23YJC710129,赵军,太原理工大学
130,"马克思主义/思
想政治教育",中国式现代化视域下农村集体经济发展问题研究,规划基金项目,23YJA710019,李小静,天津财经大学
131,"马克思主义/思
想政治教育",红色文化记忆传承研究,青年基金项目,23YJC710013,邓鹏,天津工业大学
132,"马克思主义/思
想政治教育",中国式现代化精神富有的综合评价体系研究,规划基金项目,23YJA710023,廖小琴,同济大学
133,"马克思主义/思
想政治教育",增进新时代青年政治认同的历史记忆路径研究,青年基金项目,23YJC710014,董玥,同济大学
134,"马克思主义/思
想政治教育","新时代高校思想政治教育数字化转型现状调查与推进策
略研究",青年基金项目,23YJC710127,赵建波,同济大学
135,"马克思主义/思
想政治教育","自媒体时代我国青年网络亚文化对主流文化的消解与应
对研究",规划基金项目,23YJA710014,黄英,皖南医学院
136,"马克思主义/思
想政治教育",高校文化育人工作体系的构建机理及其实践策略研究,青年基金项目,23YJC710002,毕红秋,威海海洋职业学院
137,"马克思主义/思
想政治教育",中国式现代化进程中高校实践育人共同体系统构建研究,青年基金项目,23YJC710032,洪晓畅,温州医科大学
138,"马克思主义/思
想政治教育","数字化时代“00后”大学生意识形态安全风险辨识及其
防范研究",青年基金项目,23YJC710059,林敏建,温州医科大学
139,"马克思主义/思
想政治教育","“人民至上”引领新时代医学生“大思政课”教育的实
践研究",青年基金项目,23YJC710060,林文诗,温州医科大学
140,"马克思主义/思
想政治教育","“大师资”视域下高校思想政治理论课兼职教师队伍建
设研究",青年基金项目,23YJC710053,李鲁静,温州职业技术学院
141,"马克思主义/思
想政治教育",吕振羽推进唯物史观的中国出场及其现实启示研究,青年基金项目,23YJC710080,汪书路,武汉纺织大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
142,"马克思主义/思
想政治教育",大学生网络社群数字画像构建及价值引领路径研究,规划基金项目,23YJA710013,黄艳,武汉工程大学
143,"马克思主义/思
想政治教育",新时代中国共产党美好生活话语体系构建研究,青年基金项目,23YJC710120,张奇,武汉理工大学
144,"马克思主义/思
想政治教育",唯物史观视域下中国式现代化道路的原创性贡献研究,青年基金项目,23YJC710025,高帅,西安电子科技大学
145,"马克思主义/思
想政治教育",西方“列宁学”批判性研究及其时代价值,青年基金项目,23YJC710039,姜波,西安电子科技大学
146,"马克思主义/思
想政治教育",中国式现代化进程中的农村利益与情感共同体建设研究,青年基金项目,23YJC710045,靳雯,西安电子科技大学
147,"马克思主义/思
想政治教育","陕甘宁革命老区巩固拓展脱贫攻坚成果同乡村振兴有效
衔接的实现机制与优化路径研究",青年基金项目,23YJC710069,马孟庭,西安电子科技大学
148,"马克思主义/思
想政治教育",中国共产党构建人类文明新形态的伦理意蕴研究,青年基金项目,23YJC710113,余加宝,西安电子科技大学
149,"马克思主义/思
想政治教育",新发展阶段促进农民精神生活共同富裕研究,青年基金项目,23YJC710135,周辉,西安工程大学
150,"马克思主义/思
想政治教育","中国式现代化视域下城乡精神文明建设融合发展的推进
路径研究",青年基金项目,23YJC710094,武星星,西安交通大学
151,"马克思主义/思
想政治教育","中国共产党以革命文化教育推进党的自我革命历史经验
研究",规划基金项目,23YJA710030,裴恒涛,西安科技大学
152,"马克思主义/思
想政治教育","人工智能时代红色文化精准传播的技术逻辑与风险防范
研究",青年基金项目,23YJC710122,张珊,西北大学
153,"马克思主义/思
想政治教育",全面推进乡村振兴背景下农村青年公共精神培育研究,青年基金项目,23YJC710012,崔建利,西北农林科技大学
154,"马克思主义/思
想政治教育",追求美好生活背景下青少年幸福观调查及协同培育研究,规划基金项目,23YJA710033,任小琴,西华师范大学
155,"马克思主义/思
想政治教育",人类命运共同体视域下的全球空间新形态研究,青年基金项目,23YJC710031,何衍林,西南财经大学
156,"马克思主义/思
想政治教育",解决大党独有难题对中国共产党形象的塑造与提升研究,青年基金项目,23YJC710087,王夏杰,西南财经大学
157,"马克思主义/思
想政治教育",人民精神生活共同富裕的理论意蕴与实现路径研究,规划基金项目,23YJA710002,白勤,西南政法大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
158,"马克思主义/思
想政治教育",新时代英模宣传赋能思想政治教育创新发展研究,规划基金项目,23YJA710055,张子清,湘南学院
159,"马克思主义/思
想政治教育","文化润疆逻辑下新疆大学生铸牢中华民族共同体意识实
践研究",规划基金项目,23YJA710016,雷莉,新疆工程学院
160,"马克思主义/思
想政治教育",新疆地区马克思主义经典文本的早期译介与传播研究,青年基金项目,23YJC710007,陈曦,新疆农业大学
161,"马克思主义/思
想政治教育",视觉修辞对主流舆论网络传播的影响及对策研究,青年基金项目,23YJC710123,张旭,烟台大学
162,"马克思主义/思
想政治教育",沈志远对中国马克思主义哲学形成与发展的贡献研究,规划基金项目,23YJA710004,常改香,延安大学
163,"马克思主义/思
想政治教育","中国式现代化视域下高校思想政治教育话语体系创新研
究",规划基金项目,23YJA710050,杨日晨,盐城师范学院
164,"马克思主义/思
想政治教育","第三次分配促进共同富裕的实现机制与其协调配套制度
体系的构建",规划基金项目,23YJA710027,刘正峰,扬州大学
165,"马克思主义/思
想政治教育","新时代高校感性意识形态的正向建构与引领研究——基
于舆论引导的视角",规划基金项目,23YJA710026,刘羿良,云南财经大学
166,"马克思主义/思
想政治教育",国家标志与铸牢中华民族共同体意识研究,规划基金项目,23YJA710052,张殿军,云南大学
167,"马克思主义/思
想政治教育",思想政治教育在中国式现代化建设中的价值引领力研究,青年基金项目,23YJC710065,刘行,长春中医药大学
168,"马克思主义/思
想政治教育","“大思政课”视域下高校思政课实践教学“三行”模式
构建研究",自筹经费项目,23YJE710004,王新,长春中医药大学
169,"马克思主义/思
想政治教育",习近平总书记关于新时代立德树人的重要论述研究,规划基金项目,23YJA710032,邱国良,长沙理工大学
170,"马克思主义/思
想政治教育",算法推荐赋能青年价值观培育路径研究,青年基金项目,23YJC710104,杨飞,长沙学院
171,"马克思主义/思
想政治教育",恩格斯批判错误思潮的方法论及当代价值研究,青年基金项目,23YJC710044,靳思远,浙江大学
172,"马克思主义/思
想政治教育",马克思的生命政治思想及其当代价值研究,青年基金项目,23YJC710073,施冠男,浙江工业大学
173,"马克思主义/思
想政治教育",数字赋能高校网络思想政治教育精准化研究,青年基金项目,23YJC710134,周超,浙江工业大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
174,"马克思主义/思
想政治教育",马克思主义偶然性思想及其时代价值研究,青年基金项目,23YJC710090,王勇,浙江理工大学
175,"马克思主义/思
想政治教育",精准思政视域下高校学生成长智慧社区构建研究,规划基金项目,23YJA710046,徐初娜,浙江旅游职业学院
176,"马克思主义/思
想政治教育","铸牢中华民族共同体意识视域下教育援藏的实践路径与
保障机制研究",青年基金项目,23YJC710001,暴占杰,郑州大学
177,"马克思主义/思
想政治教育","习近平总书记关于新时代农村土地制度改革的重要论述
研究",青年基金项目,23YJC710018,杜志勇,郑州大学
178,"马克思主义/思
想政治教育",习近平总书记关于坚定马克思主义信仰的重要论述研究,规划基金项目,23YJA710010,何海兵,"中国地质大学（北
京）"
179,"马克思主义/思
想政治教育",中国式现代化视域下思想政治工作机制创新研究,青年基金项目,23YJC710110,姚昱帆,中国计量大学
180,"马克思主义/思
想政治教育","全媒体时代高校突发公共事件衍生负面舆情协同治理研
究",青年基金项目,23YJC710119,张雷,中国计量大学
181,"马克思主义/思
想政治教育",智能时代虚拟社交机器人意识形态风险研究,青年基金项目,23YJC710062,刘培,中国矿业大学
182,"马克思主义/思
想政治教育",零工青年工作者思想建设研究,青年基金项目,23YJC710037,黄帅,中国劳动关系学院
183,"马克思主义/思
想政治教育","新中国成立初期乡村干部队伍建设的实践与经验研究
（1949-1956）",青年基金项目,23YJC710054,李青青,中国农业大学
184,"马克思主义/思
想政治教育","“两个结合”视域下民主集中制中国化研究（1921-
1949）",青年基金项目,23YJC710096,夏敬芝,中国农业大学
185,"马克思主义/思
想政治教育","习近平总书记关于马克思主义中国化时代化的重要论述
研究",青年基金项目,23YJC710067,刘雨亭,中国人民大学
186,"马克思主义/思
想政治教育","新发展格局下中国开展国际执法安全合作的核心要义和
践行路径研究",青年基金项目,23YJC710027,耿亚波,中国人民警察大学
187,"马克思主义/思
想政治教育",中西比较视域下的“中国式现代化”话语体系研究,青年基金项目,23YJC710089,王兴辉,"中国社会科学院大
学"
188,"马克思主义/思
想政治教育","马克思恩格斯经典文本中的精神生活思想及其对丰富人
民精神世界的启示",青年基金项目,23YJC710063,刘托托,"中国石油大学（北
京）"
189,"马克思主义/思
想政治教育",中国式现代化国际传播话语体系构建研究,青年基金项目,23YJC710043,金妮,中南财经政法大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
190,"马克思主义/思
想政治教育",党建引领社区治理中积分制有效运用研究,青年基金项目,23YJC710022,方付建,中南民族大学
191,"马克思主义/思
想政治教育",关系性德育彰显中国式现代化独特价值研究,青年基金项目,23YJC710030,韩伟,中山大学
192,"马克思主义/思
想政治教育","中国式现代化实践优势转化为国际话语权效能的实现路
径研究",青年基金项目,23YJC710077,唐扬,中山大学
193,"马克思主义/思
想政治教育",艾利斯·扬的新马克思主义政治哲学研究,青年基金项目,23YJC710051,李晶,中央民族大学
194,"马克思主义/思
想政治教育",网络思想政治教育的生成逻辑与演进规律研究,规划基金项目,23YJA710041,王琰,仲恺农业工程学院
195,"马克思主义/思
想政治教育","新时代大学生团结奋斗精神培育的核心要义与实现路径
研究",青年基金项目,23YJC710020,范海群,重庆大学
196,"马克思主义/思
想政治教育",大中小学思政课一体化实践教学研究,自筹经费项目,23YJE710001,陈艳宇,重庆工商大学
